
> backend@1.0.0 dev
> ts-node --transpile-only src/index.ts

[2026-03-06T23:40:27.847Z] GET /api/entries/367?periodo=2026
[2026-03-06T23:40:27.847Z] GET /api/entries/369?periodo=2026
[2026-03-06T23:40:27.847Z] OPTIONS /api/entries/288?periodo=2026
[2026-03-06T23:40:27.847Z] GET /api/entries/370?periodo=2026
[2026-03-06T23:40:27.848Z] OPTIONS /api/entries/289?periodo=2026
[2026-03-06T23:40:27.848Z] GET /api/entries/2?periodo=2026
[2026-03-06T23:40:27.851Z] GET /api/entries/3?periodo=2026
[2026-03-06T23:40:27.851Z] GET /api/entries/4?periodo=2026
[2026-03-06T23:40:27.851Z] OPTIONS /api/entries/290?periodo=2026
[2026-03-06T23:40:27.852Z] GET /api/entries/5?periodo=2026
[2026-03-06T23:40:27.852Z] GET /api/entries/6?periodo=2026
[2026-03-06T23:40:27.853Z] OPTIONS /api/entries/291?periodo=2026
[2026-03-06T23:40:27.853Z] GET /api/entries/7?periodo=2026
[2026-03-06T23:40:27.853Z] OPTIONS /api/entries/292?periodo=2026
[2026-03-06T23:40:27.853Z] OPTIONS /api/entries/295?periodo=2026
[2026-03-06T23:40:27.854Z] GET /api/entries/8?periodo=2026
[2026-03-06T23:40:27.854Z] GET /api/entries/10?periodo=2026
[2026-03-06T23:40:27.855Z] GET /api/entries/9?periodo=2026
[2026-03-06T23:40:27.855Z] OPTIONS /api/entries/293?periodo=2026
[2026-03-06T23:40:27.855Z] GET /api/entries/11?periodo=2026
[2026-03-06T23:40:27.856Z] GET /api/entries/12?periodo=2026
[2026-03-06T23:40:27.856Z] OPTIONS /api/entries/294?periodo=2026
[2026-03-06T23:40:27.856Z] GET /api/entries/13?periodo=2026
[2026-03-06T23:40:27.856Z] GET /api/entries/14?periodo=2026
[2026-03-06T23:40:27.857Z] GET /api/entries/15?periodo=2026
[2026-03-06T23:40:27.857Z] GET /api/entries/16?periodo=2026
[2026-03-06T23:40:27.858Z] GET /api/entries/17?periodo=2026
[2026-03-06T23:40:27.858Z] GET /api/entries/18?periodo=2026
[2026-03-06T23:40:27.858Z] OPTIONS /api/entries/296?periodo=2026
[2026-03-06T23:40:27.858Z] GET /api/entries/19?periodo=2026
[2026-03-06T23:40:27.859Z] GET /api/entries/23?periodo=2026
[2026-03-06T23:40:27.859Z] OPTIONS /api/entries/299?periodo=2026
[2026-03-06T23:40:27.859Z] GET /api/entries/24?periodo=2026
[2026-03-06T23:40:27.859Z] GET /api/entries/25?periodo=2026
[2026-03-06T23:40:27.860Z] GET /api/entries/21?periodo=2026
[2026-03-06T23:40:27.861Z] GET /api/entries/22?periodo=2026
[2026-03-06T23:40:27.862Z] GET /api/entries/28?periodo=2026
[2026-03-06T23:40:27.863Z] GET /api/entries/29?periodo=2026
[2026-03-06T23:40:27.864Z] GET /api/entries/30?periodo=2026
[2026-03-06T23:40:27.864Z] GET /api/entries/26?periodo=2026
[2026-03-06T23:40:27.864Z] GET /api/entries/31?periodo=2026
[2026-03-06T23:40:27.865Z] GET /api/entries/32?periodo=2026
[2026-03-06T23:40:27.865Z] GET /api/entries/33?periodo=2026
[2026-03-06T23:40:27.866Z] GET /api/entries/34?periodo=2026
[2026-03-06T23:40:27.866Z] GET /api/entries/35?periodo=2026
[2026-03-06T23:40:27.867Z] GET /api/entries/36?periodo=2026
[2026-03-06T23:40:27.868Z] GET /api/entries/37?periodo=2026
[2026-03-06T23:40:27.869Z] OPTIONS /api/entries/300?periodo=2026
[2026-03-06T23:40:27.869Z] GET /api/entries/39?periodo=2026
[2026-03-06T23:40:27.870Z] GET /api/entries/40?periodo=2026
[2026-03-06T23:40:27.870Z] GET /api/entries/43?periodo=2026
[2026-03-06T23:40:27.875Z] GET /api/entries/45?periodo=2026
[2026-03-06T23:40:27.876Z] GET /api/entries/41?periodo=2026
[2026-03-06T23:40:27.876Z] GET /api/entries/42?periodo=2026
[2026-03-06T23:40:27.876Z] GET /api/entries/46?periodo=2026
[2026-03-06T23:40:27.877Z] GET /api/entries/47?periodo=2026
[2026-03-06T23:40:27.877Z] OPTIONS /api/entries/301?periodo=2026
[2026-03-06T23:40:27.878Z] GET /api/entries/48?periodo=2026
[2026-03-06T23:40:27.878Z] GET /api/entries/49?periodo=2026
[2026-03-06T23:40:27.879Z] GET /api/entries/50?periodo=2026
[2026-03-06T23:40:27.880Z] GET /api/entries/51?periodo=2026
[2026-03-06T23:40:27.880Z] GET /api/entries/52?periodo=2026
[2026-03-06T23:40:27.881Z] GET /api/entries/53?periodo=2026
[2026-03-06T23:40:27.881Z] OPTIONS /api/entries/297?periodo=2026
[2026-03-06T23:40:27.882Z] GET /api/entries/56?periodo=2026
[2026-03-06T23:40:27.882Z] GET /api/entries/57?periodo=2026
[2026-03-06T23:40:27.883Z] GET /api/entries/58?periodo=2026
[2026-03-06T23:40:27.884Z] OPTIONS /api/entries/298?periodo=2026
[2026-03-06T23:40:27.884Z] GET /api/entries/59?periodo=2026
[2026-03-06T23:40:27.884Z] GET /api/entries/60?periodo=2026
[2026-03-06T23:40:27.885Z] GET /api/entries/54?periodo=2026
[2026-03-06T23:40:27.885Z] OPTIONS /api/entries/302?periodo=2026
[2026-03-06T23:40:27.885Z] GET /api/entries/61?periodo=2026
[2026-03-06T23:40:27.885Z] GET /api/entries/62?periodo=2026
[2026-03-06T23:40:27.886Z] GET /api/entries/63?periodo=2026
[2026-03-06T23:40:27.887Z] OPTIONS /api/entries/303?periodo=2026
[2026-03-06T23:40:27.887Z] GET /api/entries/65?periodo=2026
[2026-03-06T23:40:27.887Z] GET /api/entries/66?periodo=2026
[2026-03-06T23:40:27.888Z] GET /api/entries/69?periodo=2026
[2026-03-06T23:40:27.888Z] GET /api/entries/70?periodo=2026
[2026-03-06T23:40:27.888Z] GET /api/entries/71?periodo=2026
[2026-03-06T23:40:27.889Z] GET /api/entries/67?periodo=2026
[2026-03-06T23:40:27.889Z] OPTIONS /api/entries/304?periodo=2026
[2026-03-06T23:40:27.889Z] OPTIONS /api/entries/305?periodo=2026
[2026-03-06T23:40:27.889Z] OPTIONS /api/entries/306?periodo=2026
[2026-03-06T23:40:27.890Z] GET /api/entries/74?periodo=2026
[2026-03-06T23:40:27.890Z] OPTIONS /api/entries/307?periodo=2026
[2026-03-06T23:40:27.890Z] GET /api/entries/75?periodo=2026
[2026-03-06T23:40:27.890Z] GET /api/entries/81?periodo=2026
[2026-03-06T23:40:27.891Z] GET /api/entries/77?periodo=2026
[2026-03-06T23:40:27.891Z] GET /api/entries/72?periodo=2026
[2026-03-06T23:40:27.892Z] GET /api/entries/76?periodo=2026
[2026-03-06T23:40:27.894Z] GET /api/entries/78?periodo=2026
[2026-03-06T23:40:27.895Z] GET /api/entries/73?periodo=2026
[2026-03-06T23:40:27.895Z] GET /api/entries/79?periodo=2026
[2026-03-06T23:40:27.896Z] GET /api/entries/82?periodo=2026
[2026-03-06T23:40:27.896Z] GET /api/entries/83?periodo=2026
[2026-03-06T23:40:27.896Z] GET /api/entries/84?periodo=2026
[2026-03-06T23:40:27.897Z] GET /api/entries/92?periodo=2026
[2026-03-06T23:40:27.897Z] GET /api/entries/85?periodo=2026
[2026-03-06T23:40:27.898Z] GET /api/entries/86?periodo=2026
[2026-03-06T23:40:27.898Z] GET /api/entries/87?periodo=2026
[2026-03-06T23:40:27.899Z] GET /api/entries/89?periodo=2026
[2026-03-06T23:40:27.900Z] GET /api/entries/91?periodo=2026
[2026-03-06T23:40:27.901Z] GET /api/entries/93?periodo=2026
[2026-03-06T23:40:27.902Z] GET /api/entries/95?periodo=2026
[2026-03-06T23:40:27.903Z] GET /api/entries/96?periodo=2026
[2026-03-06T23:40:27.904Z] GET /api/entries/97?periodo=2026
[2026-03-06T23:40:27.904Z] GET /api/entries/98?periodo=2026
[2026-03-06T23:40:27.905Z] GET /api/entries/100?periodo=2026
[2026-03-06T23:40:27.905Z] GET /api/entries/101?periodo=2026
[2026-03-06T23:40:27.905Z] GET /api/entries/102?periodo=2026
[2026-03-06T23:40:27.906Z] GET /api/entries/103?periodo=2026
[2026-03-06T23:40:27.907Z] GET /api/entries/99?periodo=2026
[2026-03-06T23:40:27.907Z] GET /api/entries/107?periodo=2026
[2026-03-06T23:40:27.908Z] GET /api/entries/108?periodo=2026
[2026-03-06T23:40:27.908Z] GET /api/entries/110?periodo=2026
[2026-03-06T23:40:27.908Z] GET /api/entries/111?periodo=2026
[2026-03-06T23:40:27.909Z] GET /api/entries/104?periodo=2026
[2026-03-06T23:40:27.909Z] GET /api/entries/113?periodo=2026
[2026-03-06T23:40:27.910Z] GET /api/entries/114?periodo=2026
[2026-03-06T23:40:27.911Z] GET /api/entries/115?periodo=2026
[2026-03-06T23:40:27.912Z] GET /api/entries/116?periodo=2026
[2026-03-06T23:40:27.912Z] GET /api/entries/112?periodo=2026
[2026-03-06T23:40:27.912Z] GET /api/entries/118?periodo=2026
[2026-03-06T23:40:27.913Z] GET /api/entries/119?periodo=2026
[2026-03-06T23:40:27.913Z] GET /api/entries/117?periodo=2026
[2026-03-06T23:40:27.914Z] GET /api/entries/120?periodo=2026
[2026-03-06T23:40:27.914Z] GET /api/entries/123?periodo=2026
[2026-03-06T23:40:27.914Z] GET /api/entries/124?periodo=2026
[2026-03-06T23:40:27.915Z] GET /api/entries/121?periodo=2026
[2026-03-06T23:40:27.916Z] GET /api/entries/122?periodo=2026
[2026-03-06T23:40:27.916Z] GET /api/entries/125?periodo=2026
[2026-03-06T23:40:27.916Z] GET /api/entries/126?periodo=2026
[2026-03-06T23:40:27.917Z] GET /api/entries/127?periodo=2026
[2026-03-06T23:40:27.917Z] GET /api/entries/128?periodo=2026
[2026-03-06T23:40:27.917Z] GET /api/entries/129?periodo=2026
[2026-03-06T23:40:27.919Z] GET /api/entries/130?periodo=2026
[2026-03-06T23:40:27.919Z] GET /api/entries/134?periodo=2026
[2026-03-06T23:40:27.921Z] GET /api/entries/131?periodo=2026
[2026-03-06T23:40:27.922Z] GET /api/entries/132?periodo=2026
[2026-03-06T23:40:27.923Z] GET /api/entries/133?periodo=2026
[2026-03-06T23:40:27.923Z] GET /api/entries/137?periodo=2026
[2026-03-06T23:40:27.924Z] GET /api/entries/138?periodo=2026
[2026-03-06T23:40:27.924Z] GET /api/entries/139?periodo=2026
[2026-03-06T23:40:27.925Z] GET /api/entries/135?periodo=2026
[2026-03-06T23:40:27.925Z] GET /api/entries/136?periodo=2026
[2026-03-06T23:40:27.926Z] GET /api/entries/141?periodo=2026
[2026-03-06T23:40:27.931Z] GET /api/entries/142?periodo=2026
[2026-03-06T23:40:27.932Z] GET /api/entries/143?periodo=2026
[2026-03-06T23:40:27.933Z] GET /api/entries/140?periodo=2026
[2026-03-06T23:40:27.933Z] GET /api/entries/146?periodo=2026
[2026-03-06T23:40:27.934Z] GET /api/entries/147?periodo=2026
[2026-03-06T23:40:27.934Z] GET /api/entries/148?periodo=2026
[2026-03-06T23:40:27.935Z] GET /api/entries/144?periodo=2026
[2026-03-06T23:40:27.935Z] GET /api/entries/145?periodo=2026
[2026-03-06T23:40:27.935Z] GET /api/entries/150?periodo=2026
[2026-03-06T23:40:27.936Z] GET /api/entries/151?periodo=2026
[2026-03-06T23:40:27.937Z] GET /api/entries/149?periodo=2026
[2026-03-06T23:40:27.937Z] GET /api/entries/155?periodo=2026
[2026-03-06T23:40:27.937Z] GET /api/entries/152?periodo=2026
[2026-03-06T23:40:27.939Z] GET /api/entries/153?periodo=2026
[2026-03-06T23:40:27.939Z] GET /api/entries/154?periodo=2026
[2026-03-06T23:40:27.940Z] GET /api/entries/159?periodo=2026
[2026-03-06T23:40:27.940Z] GET /api/entries/156?periodo=2026
[2026-03-06T23:40:27.941Z] GET /api/entries/158?periodo=2026
[2026-03-06T23:40:27.941Z] GET /api/entries/163?periodo=2026
[2026-03-06T23:40:27.942Z] GET /api/entries/164?periodo=2026
[2026-03-06T23:40:27.943Z] GET /api/entries/160?periodo=2026
[2026-03-06T23:40:27.944Z] GET /api/entries/161?periodo=2026
[2026-03-06T23:40:27.944Z] GET /api/entries/162?periodo=2026
[2026-03-06T23:40:27.946Z] GET /api/entries/167?periodo=2026
[2026-03-06T23:40:27.946Z] GET /api/entries/168?periodo=2026
[2026-03-06T23:40:27.946Z] GET /api/entries/169?periodo=2026
[2026-03-06T23:40:27.947Z] GET /api/entries/170?periodo=2026
[2026-03-06T23:40:27.947Z] GET /api/entries/166?periodo=2026
[2026-03-06T23:40:27.948Z] GET /api/entries/172?periodo=2026
[2026-03-06T23:40:27.948Z] GET /api/entries/173?periodo=2026
[2026-03-06T23:40:27.949Z] GET /api/entries/174?periodo=2026
[2026-03-06T23:40:27.949Z] GET /api/entries/175?periodo=2026
[2026-03-06T23:40:27.950Z] GET /api/entries/171?periodo=2026
[2026-03-06T23:40:27.951Z] GET /api/entries/177?periodo=2026
[2026-03-06T23:40:27.951Z] GET /api/entries/178?periodo=2026
[2026-03-06T23:40:27.951Z] GET /api/entries/179?periodo=2026
[2026-03-06T23:40:27.952Z] GET /api/entries/176?periodo=2026
[2026-03-06T23:40:27.952Z] GET /api/entries/182?periodo=2026
[2026-03-06T23:40:27.953Z] GET /api/entries/183?periodo=2026
[2026-03-06T23:40:27.953Z] GET /api/entries/184?periodo=2026
[2026-03-06T23:40:27.953Z] GET /api/entries/180?periodo=2026
[2026-03-06T23:40:27.954Z] GET /api/entries/187?periodo=2026
[2026-03-06T23:40:27.954Z] GET /api/entries/181?periodo=2026
[2026-03-06T23:40:27.955Z] GET /api/entries/189?periodo=2026
[2026-03-06T23:40:27.955Z] GET /api/entries/186?periodo=2026
[2026-03-06T23:40:27.956Z] GET /api/entries/185?periodo=2026
[2026-03-06T23:40:27.956Z] GET /api/entries/190?periodo=2026
[2026-03-06T23:40:27.956Z] GET /api/entries/188?periodo=2026
[2026-03-06T23:40:27.957Z] GET /api/entries/192?periodo=2026
[2026-03-06T23:40:27.957Z] GET /api/entries/193?periodo=2026
[2026-03-06T23:40:27.957Z] GET /api/entries/191?periodo=2026
[2026-03-06T23:40:27.958Z] GET /api/entries/194?periodo=2026
[2026-03-06T23:40:27.958Z] GET /api/entries/195?periodo=2026
[2026-03-06T23:40:27.959Z] GET /api/entries/196?periodo=2026
[2026-03-06T23:40:27.959Z] GET /api/entries/197?periodo=2026
[2026-03-06T23:40:27.960Z] GET /api/entries/198?periodo=2026
[2026-03-06T23:40:27.960Z] GET /api/entries/199?periodo=2026
[2026-03-06T23:40:27.961Z] GET /api/entries/200?periodo=2026
[2026-03-06T23:40:27.961Z] GET /api/entries/203?periodo=2026
[2026-03-06T23:40:27.962Z] GET /api/entries/201?periodo=2026
[2026-03-06T23:40:27.962Z] GET /api/entries/202?periodo=2026
[2026-03-06T23:40:27.962Z] GET /api/entries/207?periodo=2026
[2026-03-06T23:40:27.963Z] GET /api/entries/206?periodo=2026
[2026-03-06T23:40:27.964Z] GET /api/entries/208?periodo=2026
[2026-03-06T23:40:27.964Z] GET /api/entries/205?periodo=2026
[2026-03-06T23:40:27.965Z] GET /api/entries/204?periodo=2026
[2026-03-06T23:40:27.965Z] GET /api/entries/209?periodo=2026
[2026-03-06T23:40:27.965Z] GET /api/entries/211?periodo=2026
[2026-03-06T23:40:27.966Z] GET /api/entries/213?periodo=2026
[2026-03-06T23:40:27.966Z] GET /api/entries/212?periodo=2026
[2026-03-06T23:40:27.967Z] GET /api/entries/210?periodo=2026
[2026-03-06T23:40:27.967Z] GET /api/entries/214?periodo=2026
[2026-03-06T23:40:27.967Z] GET /api/entries/215?periodo=2026
[2026-03-06T23:40:27.968Z] GET /api/entries/216?periodo=2026
[2026-03-06T23:40:27.968Z] GET /api/entries/218?periodo=2026
[2026-03-06T23:40:27.969Z] GET /api/entries/217?periodo=2026
[2026-03-06T23:40:27.969Z] GET /api/entries/219?periodo=2026
[2026-03-06T23:40:27.969Z] GET /api/entries/220?periodo=2026
[2026-03-06T23:40:27.970Z] GET /api/entries/221?periodo=2026
[2026-03-06T23:40:27.970Z] OPTIONS /api/entries/371?periodo=2026
[2026-03-06T23:40:27.970Z] GET /api/entries/223?periodo=2026
[2026-03-06T23:40:27.971Z] GET /api/entries/222?periodo=2026
[2026-03-06T23:40:27.971Z] GET /api/entries/224?periodo=2026
[2026-03-06T23:40:27.971Z] GET /api/entries/226?periodo=2026
[2026-03-06T23:40:27.972Z] GET /api/entries/225?periodo=2026
[2026-03-06T23:40:27.972Z] OPTIONS /api/entries/374?periodo=2026
[2026-03-06T23:40:27.972Z] OPTIONS /api/entries/372?periodo=2026
[2026-03-06T23:40:27.972Z] OPTIONS /api/entries/373?periodo=2026
[2026-03-06T23:40:27.972Z] GET /api/entries/229?periodo=2026
[2026-03-06T23:40:27.973Z] OPTIONS /api/entries/376?periodo=2026
[2026-03-06T23:40:27.973Z] OPTIONS /api/entries/375?periodo=2026
[2026-03-06T23:40:27.973Z] GET /api/entries/228?periodo=2026
[2026-03-06T23:40:27.973Z] GET /api/entries/230?periodo=2026
[2026-03-06T23:40:27.973Z] GET /api/entries/233?periodo=2026
[2026-03-06T23:40:27.974Z] GET /api/entries/235?periodo=2026
[2026-03-06T23:40:27.974Z] GET /api/entries/234?periodo=2026
[2026-03-06T23:40:27.975Z] GET /api/entries/237?periodo=2026
[2026-03-06T23:40:27.975Z] GET /api/entries/239?periodo=2026
[2026-03-06T23:40:27.976Z] OPTIONS /api/entries/377?periodo=2026
[2026-03-06T23:40:27.976Z] GET /api/entries/236?periodo=2026
[2026-03-06T23:40:27.976Z] GET /api/entries/238?periodo=2026
[2026-03-06T23:40:27.977Z] OPTIONS /api/entries/379?periodo=2026
[2026-03-06T23:40:27.977Z] OPTIONS /api/entries/380?periodo=2026
[2026-03-06T23:40:27.977Z] OPTIONS /api/entries/381?periodo=2026
[2026-03-06T23:40:27.977Z] GET /api/entries/242?periodo=2026
[2026-03-06T23:40:27.977Z] OPTIONS /api/entries/382?periodo=2026
[2026-03-06T23:40:27.977Z] OPTIONS /api/entries/378?periodo=2026
[2026-03-06T23:40:27.978Z] GET /api/entries/240?periodo=2026
[2026-03-06T23:40:27.978Z] OPTIONS /api/entries/384?periodo=2026
[2026-03-06T23:40:27.978Z] GET /api/entries/243?periodo=2026
[2026-03-06T23:40:27.979Z] GET /api/entries/247?periodo=2026
[2026-03-06T23:40:27.979Z] GET /api/entries/244?periodo=2026
[2026-03-06T23:40:27.979Z] GET /api/entries/248?periodo=2026
[2026-03-06T23:40:27.980Z] GET /api/entries/249?periodo=2026
[2026-03-06T23:40:27.980Z] GET /api/entries/245?periodo=2026
[2026-03-06T23:40:27.980Z] GET /api/entries/246?periodo=2026
[2026-03-06T23:40:27.981Z] GET /api/entries/251?periodo=2026
[2026-03-06T23:40:27.981Z] OPTIONS /api/entries/385?periodo=2026
[2026-03-06T23:40:27.981Z] OPTIONS /api/entries/383?periodo=2026
[2026-03-06T23:40:27.981Z] GET /api/entries/252?periodo=2026
[2026-03-06T23:40:27.982Z] OPTIONS /api/entries/388?periodo=2026
[2026-03-06T23:40:27.982Z] OPTIONS /api/entries/387?periodo=2026
[2026-03-06T23:40:27.982Z] OPTIONS /api/entries/386?periodo=2026
[2026-03-06T23:40:27.982Z] GET /api/entries/253?periodo=2026
[2026-03-06T23:40:27.982Z] GET /api/entries/250?periodo=2026
[2026-03-06T23:40:27.983Z] OPTIONS /api/entries/389?periodo=2026
[2026-03-06T23:40:27.983Z] GET /api/entries/255?periodo=2026
[2026-03-06T23:40:27.984Z] GET /api/entries/257?periodo=2026
[2026-03-06T23:40:27.985Z] GET /api/entries/258?periodo=2026
[2026-03-06T23:40:27.985Z] GET /api/entries/254?periodo=2026
[2026-03-06T23:40:27.985Z] GET /api/entries/260?periodo=2026
[2026-03-06T23:40:27.986Z] GET /api/entries/262?periodo=2026
[2026-03-06T23:40:27.986Z] GET /api/entries/261?periodo=2026
[2026-03-06T23:40:27.987Z] GET /api/entries/259?periodo=2026
[2026-03-06T23:40:27.987Z] GET /api/entries/264?periodo=2026
[2026-03-06T23:40:27.988Z] GET /api/entries/266?periodo=2026
[2026-03-06T23:40:27.988Z] GET /api/entries/263?periodo=2026
[2026-03-06T23:40:27.989Z] GET /api/entries/267?periodo=2026
[2026-03-06T23:40:27.989Z] GET /api/entries/265?periodo=2026
[2026-03-06T23:40:27.990Z] GET /api/entries/269?periodo=2026
[2026-03-06T23:40:27.990Z] OPTIONS /api/entries/393?periodo=2026
[2026-03-06T23:40:27.990Z] OPTIONS /api/entries/396?periodo=2026
[2026-03-06T23:40:27.991Z] OPTIONS /api/entries/394?periodo=2026
[2026-03-06T23:40:27.991Z] GET /api/entries/268?periodo=2026
[2026-03-06T23:40:27.991Z] OPTIONS /api/entries/390?periodo=2026
[2026-03-06T23:40:27.991Z] OPTIONS /api/entries/391?periodo=2026
[2026-03-06T23:40:27.991Z] GET /api/entries/270?periodo=2026
[2026-03-06T23:40:27.992Z] OPTIONS /api/entries/392?periodo=2026
[2026-03-06T23:40:27.992Z] GET /api/entries/271?periodo=2026
[2026-03-06T23:40:27.992Z] GET /api/entries/273?periodo=2026
[2026-03-06T23:40:27.992Z] GET /api/entries/272?periodo=2026
[2026-03-06T23:40:28.002Z] GET /api/entries/275?periodo=2026
[2026-03-06T23:40:28.003Z] GET /api/entries/274?periodo=2026
[2026-03-06T23:40:28.003Z] GET /api/entries/276?periodo=2026
[2026-03-06T23:40:28.003Z] GET /api/entries/278?periodo=2026
[2026-03-06T23:40:28.004Z] OPTIONS /api/entries/395?periodo=2026
[2026-03-06T23:40:28.004Z] OPTIONS /api/entries/398?periodo=2026
[2026-03-06T23:40:28.004Z] GET /api/entries/279?periodo=2026
[2026-03-06T23:40:28.005Z] OPTIONS /api/entries/399?periodo=2026
[2026-03-06T23:40:28.005Z] OPTIONS /api/entries/397?periodo=2026
[2026-03-06T23:40:28.005Z] OPTIONS /api/entries/402?periodo=2026
[2026-03-06T23:40:28.005Z] OPTIONS /api/entries/400?periodo=2026
[2026-03-06T23:40:28.005Z] GET /api/entries/280?periodo=2026
[2026-03-06T23:40:28.006Z] GET /api/entries/277?periodo=2026
[2026-03-06T23:40:28.006Z] GET /api/entries/281?periodo=2026
[2026-03-06T23:40:28.006Z] GET /api/entries/285?periodo=2026
[2026-03-06T23:40:28.006Z] GET /api/entries/282?periodo=2026
[2026-03-06T23:40:28.007Z] GET /api/entries/284?periodo=2026
[2026-03-06T23:40:28.008Z] GET /api/entries/283?periodo=2026
[2026-03-06T23:40:28.008Z] OPTIONS /api/entries/404?periodo=2026
[2026-03-06T23:40:28.008Z] OPTIONS /api/entries/403?periodo=2026
[2026-03-06T23:40:28.008Z] GET /api/entries/286?periodo=2026
[2026-03-06T23:40:28.009Z] OPTIONS /api/entries/406?periodo=2026
[2026-03-06T23:40:28.009Z] OPTIONS /api/entries/401?periodo=2026
[2026-03-06T23:40:28.009Z] OPTIONS /api/entries/407?periodo=2026
[2026-03-06T23:40:28.009Z] OPTIONS /api/entries/405?periodo=2026
[2026-03-06T23:40:28.009Z] OPTIONS /api/entries/408?periodo=2026
[2026-03-06T23:40:28.009Z] OPTIONS /api/entries/412?periodo=2026
[2026-03-06T23:40:28.009Z] OPTIONS /api/entries/410?periodo=2026
[2026-03-06T23:40:28.009Z] OPTIONS /api/entries/409?periodo=2026
[2026-03-06T23:40:28.009Z] OPTIONS /api/entries/411?periodo=2026
[2026-03-06T23:40:28.009Z] OPTIONS /api/entries/413?periodo=2026
[2026-03-06T23:40:28.009Z] GET /api/entries/288?periodo=2026
[2026-03-06T23:40:28.010Z] OPTIONS /api/entries/414?periodo=2026
[2026-03-06T23:40:28.010Z] OPTIONS /api/entries/415?periodo=2026
[2026-03-06T23:40:28.010Z] GET /api/entries/289?periodo=2026
[2026-03-06T23:40:28.010Z] OPTIONS /api/entries/417?periodo=2026
[2026-03-06T23:40:28.010Z] OPTIONS /api/entries/416?periodo=2026
[2026-03-06T23:40:28.010Z] GET /api/entries/290?periodo=2026
[2026-03-06T23:40:28.011Z] GET /api/entries/291?periodo=2026
[2026-03-06T23:40:28.012Z] GET /api/entries/292?periodo=2026
[2026-03-06T23:40:28.013Z] GET /api/entries/295?periodo=2026
[2026-03-06T23:40:28.014Z] GET /api/entries/293?periodo=2026
[2026-03-06T23:40:28.015Z] GET /api/entries/294?periodo=2026
[2026-03-06T23:40:28.015Z] GET /api/entries/296?periodo=2026
[2026-03-06T23:40:28.015Z] GET /api/entries/299?periodo=2026
[2026-03-06T23:40:28.016Z] GET /api/entries/300?periodo=2026
[2026-03-06T23:40:28.016Z] GET /api/entries/301?periodo=2026
[2026-03-06T23:40:28.017Z] GET /api/entries/297?periodo=2026
[2026-03-06T23:40:28.017Z] GET /api/entries/298?periodo=2026
[2026-03-06T23:40:28.018Z] GET /api/entries/302?periodo=2026
[2026-03-06T23:40:28.018Z] GET /api/entries/303?periodo=2026
[2026-03-06T23:40:28.018Z] GET /api/entries/304?periodo=2026
[2026-03-06T23:40:28.019Z] GET /api/entries/305?periodo=2026
[2026-03-06T23:40:28.020Z] GET /api/entries/306?periodo=2026
[2026-03-06T23:40:28.021Z] GET /api/entries/307?periodo=2026
[2026-03-06T23:40:28.021Z] GET /api/entries/371?periodo=2026
[2026-03-06T23:40:28.021Z] GET /api/entries/374?periodo=2026
[2026-03-06T23:40:28.022Z] GET /api/entries/372?periodo=2026
[2026-03-06T23:40:28.022Z] GET /api/entries/373?periodo=2026
[2026-03-06T23:40:28.023Z] GET /api/entries/376?periodo=2026
[2026-03-06T23:40:28.023Z] GET /api/entries/375?periodo=2026
[2026-03-06T23:40:28.023Z] GET /api/entries/377?periodo=2026
[2026-03-06T23:40:28.024Z] GET /api/entries/379?periodo=2026
[2026-03-06T23:40:28.024Z] GET /api/entries/380?periodo=2026
[2026-03-06T23:40:28.024Z] GET /api/entries/381?periodo=2026
[2026-03-06T23:40:28.025Z] GET /api/entries/382?periodo=2026
[2026-03-06T23:40:28.025Z] GET /api/entries/378?periodo=2026
[2026-03-06T23:40:28.026Z] GET /api/entries/384?periodo=2026
[2026-03-06T23:40:28.026Z] GET /api/entries/385?periodo=2026
[2026-03-06T23:40:28.026Z] GET /api/entries/383?periodo=2026
[2026-03-06T23:40:28.027Z] GET /api/entries/388?periodo=2026
[2026-03-06T23:40:28.028Z] GET /api/entries/387?periodo=2026
[2026-03-06T23:40:28.028Z] GET /api/entries/386?periodo=2026
[2026-03-06T23:40:28.028Z] GET /api/entries/389?periodo=2026
[2026-03-06T23:40:28.029Z] GET /api/entries/393?periodo=2026
[2026-03-06T23:40:28.029Z] GET /api/entries/396?periodo=2026
[2026-03-06T23:40:28.029Z] GET /api/entries/394?periodo=2026
[2026-03-06T23:40:28.031Z] GET /api/entries/390?periodo=2026
[2026-03-06T23:40:28.031Z] GET /api/entries/391?periodo=2026
[2026-03-06T23:40:28.031Z] GET /api/entries/392?periodo=2026
[2026-03-06T23:40:28.032Z] GET /api/entries/395?periodo=2026
[2026-03-06T23:40:28.032Z] GET /api/entries/398?periodo=2026
[2026-03-06T23:40:28.032Z] GET /api/entries/399?periodo=2026
[2026-03-06T23:40:28.033Z] GET /api/entries/397?periodo=2026
[2026-03-06T23:40:28.034Z] GET /api/entries/402?periodo=2026
[2026-03-06T23:40:28.034Z] GET /api/entries/400?periodo=2026
[2026-03-06T23:40:28.035Z] GET /api/entries/403?periodo=2026
[2026-03-06T23:40:28.035Z] GET /api/entries/404?periodo=2026
[2026-03-06T23:40:28.035Z] GET /api/entries/406?periodo=2026
[2026-03-06T23:40:28.037Z] GET /api/entries/401?periodo=2026
[2026-03-06T23:40:28.037Z] GET /api/entries/407?periodo=2026
[2026-03-06T23:40:28.038Z] GET /api/entries/405?periodo=2026
