
> backend@1.0.0 dev
> ts-node --transpile-only src/index.ts

[dotenv@17.3.1] injecting env (0) from .env -- tip: 🤖 agentic secret storage: https://dotenvx.com/as2
🚀 API Superior V2 corriendo en http://localhost:3001
🤖 Bot de Telegram activo.
✅ Conexión a Base de Datos de Producción estable.
[2026-03-06T22:57:22.675Z] GET /api/dependencies
[2026-03-06T22:57:22.681Z] GET /api/dependencies - User: undefined Roles: [ 'SuperAdministrador' ]
[2026-03-06T22:57:22.693Z] Found 86 dependencies
[2026-03-06T22:58:20.599Z] GET /api/dependencies
[2026-03-06T22:58:20.601Z] GET /api/dependencies - User: undefined Roles: [ 'SuperAdministrador' ]
[2026-03-06T22:58:20.608Z] Found 86 dependencies
[2026-03-06T23:00:24.661Z] OPTIONS /api/dependencies
[2026-03-06T23:00:24.665Z] OPTIONS /api/dependencies
[2026-03-06T23:00:26.874Z] OPTIONS /api/entities?periodo=2026
[2026-03-06T23:00:26.890Z] GET /api/entities?periodo=2026
[2026-03-06T23:00:27.000Z] GET /api/entities?periodo=2026
[2026-03-06T23:00:27.080Z] OPTIONS /api/entries/2?periodo=2026
[2026-03-06T23:00:27.081Z] OPTIONS /api/entries/3?periodo=2026
[2026-03-06T23:00:27.082Z] OPTIONS /api/entries/4?periodo=2026
[2026-03-06T23:00:27.083Z] OPTIONS /api/entries/7?periodo=2026
[2026-03-06T23:00:27.083Z] OPTIONS /api/entries/5?periodo=2026
[2026-03-06T23:00:27.083Z] OPTIONS /api/entries/8?periodo=2026
[2026-03-06T23:00:27.084Z] OPTIONS /api/entries/6?periodo=2026
[2026-03-06T23:00:27.084Z] OPTIONS /api/entries/10?periodo=2026
[2026-03-06T23:00:27.084Z] OPTIONS /api/entries/9?periodo=2026
[2026-03-06T23:00:27.086Z] OPTIONS /api/entries/11?periodo=2026
[2026-03-06T23:00:27.088Z] OPTIONS /api/entries/12?periodo=2026
[2026-03-06T23:00:27.089Z] OPTIONS /api/entries/15?periodo=2026
[2026-03-06T23:00:27.089Z] OPTIONS /api/entries/13?periodo=2026
[2026-03-06T23:00:27.089Z] OPTIONS /api/entries/14?periodo=2026
[2026-03-06T23:00:27.090Z] OPTIONS /api/entries/17?periodo=2026
[2026-03-06T23:00:27.090Z] OPTIONS /api/entries/16?periodo=2026
[2026-03-06T23:00:27.090Z] OPTIONS /api/entries/18?periodo=2026
[2026-03-06T23:00:27.091Z] OPTIONS /api/entries/19?periodo=2026
[2026-03-06T23:00:27.091Z] OPTIONS /api/entries/21?periodo=2026
[2026-03-06T23:00:27.091Z] OPTIONS /api/entries/22?periodo=2026
[2026-03-06T23:00:27.091Z] OPTIONS /api/entries/23?periodo=2026
[2026-03-06T23:00:27.091Z] OPTIONS /api/entries/24?periodo=2026
[2026-03-06T23:00:27.092Z] OPTIONS /api/entries/25?periodo=2026
[2026-03-06T23:00:27.093Z] OPTIONS /api/entries/26?periodo=2026
[2026-03-06T23:00:27.093Z] OPTIONS /api/entries/28?periodo=2026
[2026-03-06T23:00:27.093Z] OPTIONS /api/entries/30?periodo=2026
[2026-03-06T23:00:27.093Z] OPTIONS /api/entries/31?periodo=2026
[2026-03-06T23:00:27.094Z] OPTIONS /api/entries/29?periodo=2026
[2026-03-06T23:00:27.094Z] OPTIONS /api/entries/32?periodo=2026
